words,freq
a black,1684
to throw,1684
was because,1684
load of,1682
which he,1682
in real,1681
was working,1681
the driver,1680
give you,1679
to anyone,1679
what she,1679
except the,1678
them out,1678
more on,1675
we used,1675
on tuesday,1674
two years,1674
how do,1673
this means,1671
didnt have,1670
thats the,1670
college i,1668
for more,1668
has had,1668
dont forget,1666
like im,1666
the age,1666
a band,1665
before you,1664
but still,1663
coming from,1662
never had,1662
and very,1661
unable to,1661
they love,1660
to walk,1660
our way,1659
people with,1659
series and,1659
the evening,1659
get it,1658
most likely,1658
to release,1658
in time,1657
the wonderful,1656
trip to,1656
to listen,1655
possible the,1653
the many,1653
way too,1653
being able,1652
in every,1652
all three,1651
heart to,1651
so why,1651
came in,1650
it over,1650
the president,1650
there to,1648
was quite,1648
world and,1648
had just,1647
show that,1647
is trying,1646
thats all,1646
very very,1646
in total,1644
least one,1643
the sea,1643
of every,1642
and because,1641
great and,1640
the police,1640
after they,1638
older and,1638
up being,1636
a job,1635
find myself,1635
let the,1635
of truth,1635
ice cream,1634
it can,1633
press conference,1633
thats it,1633
though we,1633
upon the,1633
use my,1633
tax rate,1632
times and,1632
and of,1631
a common,1630
before the,1630
gave me,1630
has the,1630
in other,1630
me when,1630
saying that,1630
these people,1630
depending on,1629
me think,1629
see if,1629
the moment,1629
throughout the,1629
added a,1628
been the,1628
group of,1628
just how,1628
morning and,1628
one or,1628
university of,1628
will go,1628
after i,1627
and do,1627
and most,1627
at it,1627
black and,1627
enjoy it,1627
given the,1627
half a,1627
his way,1627
not so,1627
once i,1627
size of,1627
the books,1627
the cover,1627
the dark,1627
the small,1627
this world,1627
to convince,1627
to pick,1627
understand that,1627
understand the,1627
would need,1627
a group,1626
about an,1626
at which,1626
cant help,1626
come in,1626
get back,1626
help but,1626
i discovered,1626
in high,1626
it my,1626
its pretty,1626
know from,1626
like me,1626
makes a,1626
my father,1626
my other,1626
my sister,1626
off on,1626
once the,1626
see it,1626
she didnt,1626
some good,1626
thanks for,1626
the bed,1626
the least,1626
the media,1626
the sound,1626
there with,1626
through this,1626
time there,1626
to save,1626
a diet,1625
a family,1625
a hot,1625
a key,1625
a novel,1625
a relationship,1625
a story,1625
again but,1625
also i,1625
am still,1625
blog i,1625
but theres,1625
came back,1625
corner of,1625
determined to,1625
didnt like,1625
does it,1625
does this,1625
her daughter,1625
honest with,1625
hours to,1625
job i,1625
known as,1625
made with,1625
miss you,1625
most part,1625
my girls,1625
named after,1625
need your,1625
not my,1625
of big,1625
of whom,1625
really a,1625
someone you,1625
the club,1625
the irish,1625
the phone,1625
the village,1625
the worst,1625
though she,1625
to capture,1625
to name,1625
when one,1625
while he,1625
who knows,1625
with more,1625
wont be,1625
a million,1624
a thing,1624
a writer,1624
all know,1624
and experience,1624
and pushed,1624
and sometimes,1624
and white,1624
appeared to,1624
appears to,1624
at once,1624
be honest,1624
be its,1624
because this,1624
beyond the,1624
body and,1624
build up,1624
but is,1624
cell phone,1624
definitely not,1624
did they,1624
director of,1624
except for,1624
face and,1624
familiar with,1624
from what,1624
get her,1624
god would,1624
got it,1624
he thought,1624
her how,1624
her she,1624
him the,1624
hours i,1624
house where,1624
i became,1624
i shouldnt,1624
im trying,1624
in reality,1624
interrupted by,1624
is based,1624
just so,1624
late and,1624
loved it,1624
maybe it,1624
myself i,1624
new and,1624
note that,1624
nothing about,1624
now with,1624
of no,1624
perfect for,1624
projects and,1624
refers to,1624
relate to,1624
she needed,1624
she never,1624
spring of,1624
story and,1624
streets of,1624
subject of,1624
takes on,1624
television and,1624
that something,1624
that these,1624
the eggs,1624
the fire,1624
the sacred,1624
the sentiment,1624
the thing,1624
their children,1624
then on,1624
to complement,1624
to examine,1624
told her,1624
tribute to,1624
watch the,1624
well see,1624
whats going,1624
while in,1624
will this,1624
with just,1624
you guys,1624
you made,1624
a brewery,1623
a cold,1623
a doctor,1623
a force,1623
a law,1623
a percent,1623
a permanent,1623
a positive,1623
a significant,1623
added the,1623
and girls,1623
and help,1623
and plans,1623
and running,1623
and sugar,1623
and turned,1623
another one,1623
another thing,1623
are crazy,1623
at school,1623
at you,1623
bad guys,1623
be great,1623
be too,1623
be working,1623
black hair,1623
can look,1623
carry out,1623
cheese with,1623
communicate with,1623
constant news,1623
cook with,1623
cope with,1623
dealt with,1623
dominated by,1623
drawn to,1623
end when,1623
even a,1623
fact there,1623
family life,1623
fingers along,1623
free in,1623
from experience,1623
goal is,1623
had her,1623
hair and,1623
he appeared,1623
heat the,1623
her back,1623
him because,1623
his hands,1623
home it,1623
how she,1623
i purchased,1623
ill try,1623
im being,1623
im gonna,1623
in pain,1623
in response,1623
is clearly,1623
it then,1623
jean rhys,1623
just give,1623
just read,1623
life today,1623
lucky to,1623
max payne,1623
may day,1623
me or,1623
me she,1623
mean it,1623
mixed with,1623
mr edwards,1623
my book,1623
north wall,1623
not because,1623
of irish,1623
of neglect,1623
of shot,1623
office and,1623
oils for,1623
olive oil,1623
on march,1623
one reason,1623
order the,1623
passed by,1623
peplum is,1623
perhaps the,1623
plus the,1623
points of,1623
post office,1623
prove the,1623
putting the,1623
reminds me,1623
revealed that,1623
right hand,1623
rinsed out,1623
seated next,1623
sending me,1623
sentiment is,1623
she then,1623
shepard and,1623
shootin at,1623
should expect,1623
sit out,1623
sitting there,1623
some women,1623
story for,1623
stress tests,1623
sugar to,1623
supreme court,1623
than you,1623
that allows,1623
that never,1623
that should,1623
thats my,1623
the airlock,1623
the boy,1623
the carpenter,1623
the catalyst,1623
the dogs,1623
the english,1623
the famous,1623
the fashion,1623
the hotel,1623
the housekeeper,1623
the joint,1623
the lot,1623
the mental,1623
the oak,1623
the others,1623
the pace,1623
the parties,1623
the post,1623
the reapers,1623
the risotto,1623
the shout,1623
the tag,1623
the waist,1623
the woods,1623
the yard,1623
things for,1623
times in,1623
to increase,1623
to quit,1623
today was,1623
tomorrow i,1623
took her,1623
tummy time,1623
very interesting,1623
very often,1623
was absolutely,1623
was kind,1623
was part,1623
watch for,1623
water systems,1623
we hear,1623
we just,1623
we wait,1623
what were,1623
when her,1623
will become,1623
with those,1623
women do,1623
working with,1623
yard sales,1623
you consider,1623
you shootin,1623
you you,1623
your friend,1623
your squad,1623
i write,1622
one side,1621
the full,1621
a decent,1620
side for,1619
was that,1618
to obtain,1616
i come,1614
time was,1613
for many,1612
it might,1612
listening to,1612
only this,1612
up by,1612
the form,1611
was up,1611
follow the,1610
people are,1610
consider the,1609
strength and,1609
the rock,1609
then a,1609
choose to,1608
is made,1608
and being,1607
glad to,1607
got back,1607
point to,1607
up when,1607
days of,1606
be at,1605
i happened,1605
that idea,1605
work but,1605
a brand,1604
my thoughts,1603
said i,1603
took my,1603
a step,1602
heart and,1602
will give,1602
have come,1601
its so,1601
the lucky,1601
went off,1601
holiday season,1600
know its,1600
myself in,1600
some from,1600
the holiday,1600
without a,1600
all their,1599
doesnt make,1599
heard of,1599
that everyone,1599
waiting for,1598
a dark,1597
just add,1597
on those,1596
one another,1596
the picture,1596
turn to,1595
at being,1594
for anyone,1594
is his,1594
came out,1593
which means,1593
the heat,1591
not i,1590
have always,1589
an amazing,1588
two weeks,1588
we would,1588
to avoid,1586
was doing,1586
heart of,1585
often to,1585
something im,1585
takes the,1585
the banks,1584
we found,1584
the plan,1583
in law,1582
can take,1581
of being,1580
of having,1580
grow up,1579
view of,1579
the opposite,1578
his family,1577
of some,1577
quite the,1577
to mean,1577
a brief,1576
that may,1576
the data,1576
down my,1575
an interesting,1574
of getting,1574
that that,1574
that moment,1573
the food,1572
mind that,1571
on our,1571
up as,1571
dont need,1570
that many,1570
then went,1570
wanted a,1570
to set,1569
will never,1569
ask you,1568
just hope,1568
published to,1568
she thinks,1568
some time,1568
was interested,1568
i ask,1567
which we,1567
so a,1566
can make,1565
her attitude,1565
knew i,1565
paper and,1565
facebook page,1564
involved in,1564
of view,1564
this first,1563
and said,1562
will always,1562
winners will,1562
from his,1561
him when,1561
make our,1561
but ive,1560
had any,1559
he just,1559
home to,1559
that those,1559
the wedding,1559
women in,1559
me with,1558
take away,1558
i picked,1557
in there,1557
are people,1556
middle of,1556
know if,1555
have and,1554
will come,1554
the previous,1553
much and,1552
thing we,1552
would rather,1552
from this,1551
have done,1551
a second,1550
agreed to,1550
faith in,1550
he and,1550
how it,1550
just sit,1550
the rain,1550
both of,1549
his two,1549
must also,1549
air bb,1548
he loved,1548
me if,1548
pm and,1548
ways to,1548
days later,1547
he took,1547
told by,1545
and asked,1544
claiming that,1543
would say,1543
is how,1541
to serve,1541
love with,1540
some more,1539
it came,1538
theres the,1538
really like,1537
and still,1535
early s,1535
has become,1534
state in,1534
the language,1533
and pretending,1532
be my,1532
pretending to,1532
day off,1531
love of,1531
didnt go,1530
told a,1530
a totally,1529
before she,1529
inability to,1526
class and,1525
in more,1525
me into,1524
to class,1524
week was,1523
ideas and,1522
right we,1522
then theres,1522
agree to,1520
be sure,1520
you take,1520
your health,1520
child is,1519
the decision,1518
will need,1518
and started,1517
and thus,1517
one in,1517
happy to,1516
i make,1516
get some,1515
is watching,1515
lunch i,1515
a cup,1514
course is,1513
i hadnt,1513
not been,1513
but ill,1511
the things,1511
reason i,1510
what your,1510
everyone else,1509
why not,1509
this i,1508
bought me,1507
do know,1507
dont you,1507
is fast,1507
stay in,1507
where she,1507
first ever,1506
your life,1506
been made,1505
be even,1504
no idea,1504
me laugh,1503
now you,1503
of giving,1503
and read,1502
are at,1502
published in,1502
she wanted,1502
as my,1501
he liked,1501
the problem,1501
decides to,1500
started this,1500
be different,1499
funny thing,1499
away with,1498
course the,1497
important that,1497
unique and,1497
anything like,1495
very important,1495
back from,1494
but rather,1493
his son,1492
of year,1492
right and,1492
that day,1492
case of,1491
the higher,1491
enough that,1490
it if,1490
york times,1490
at work,1489
grow your,1489
how a,1489
to imagine,1489
back so,1488
to survive,1488
have something,1487
up of,1487
and yes,1482
i realize,1481
